description,title,price,stocks
"The DEWALT 20-Volt Max (3.0Ah) Lithium-Ion Combo Kit (5-Tool) is high-powered to tackle a wide range of applications. Providing superior comfort and control, this kit is suitable for the jobsite or for DIY projects and features long-lasting and strong lithium-ion batteries for exceptional performance. Durably made for years of use, this cordless kit gives you convenient and reliable power wherever you need it so you can tackle your jobs with confidence.DCD985 20-Volt Max hammer drill with patented 3-speed, all-metal transmission and 1/2 in. self-tightening chuck delivers 535 units watt out for maximum performance, faster application speed and superior bit retentionDCS381 20-Volt Max reciprocating saw with keyless blade clamp allows for quick blade changes without touching the blade or reciprocating shaftDCF885 20-Volt Max 1/4 in. impact driver features 3 LED lights with 20 second delay for visibility without shadowsDCS393 20-Volt Max circular saw with 6-1/2 in. carbide blade cuts 2 ft. x 4 ft. at a 45 angle in a single passDCL040 20-Volt Max LED work light delivers 110 Lumens of light outputIncludes: 1 in. hammer drill, reciprocating saw, 1/4 in. impact driver, 6-1/2 in. circular saw, LED work light, Two 20-Volt Max lithium-ion 3Ah battery packs, fast charger, 360 side handle, belt hook, carbide tipped blade and contractor bagCompatible with DCB200 and DCB201 batteries and DCB101, DCB119 and DCB103 chargers90 day money back guarantee; 1-year free service contract; 3-year limited warrantyHome Depot Protection Plan:",DEWALT 20-Volt Max (3Ah) Lithium-Ion Combo Kit (5-Tool),36000.0,16
"Philips Linear Fluorescent 32-Watt T8 Natural Light bulb is ideal for use in kitchens, bathrooms, garages, basements or anywhere in your home where a natural light is desired. It provides general room lighting, simulating a natural light and creating a lively environment. Philips Linear Fluorescent T8 light bulbs feature ALTO II technology.Brightness: 2850 LumensEstimated yearly energy cost: $3.85 (based on 3 hours/day, 11/kWh. cost depend on rates and use)Life: 21.9 years (based on 3 hours/day)Light appearance: 5000 K (natural)Energy used: 32-WattLumens per Watt: 89.06Philips linear fluorescent natural light bulb is ideal for use in kitchens, bathrooms, garages, basements or anywhere in your homeSimulates natural light, creating a lively environmentFeatures alto II lamp technologyT8 shape, Bi-Pin baseContains mercury: yes (for more info on clean-up and safe disposal, visit: epa.gov/cfl)",Philips 4 ft. T8 32-Watt Natural Alto Linear Fluorescent Light Bulb (30 per Case),525.0,18
"Rust-Oleum Wood Floor Transformations enables you to easily restore wood floors to its original luster. The no sanding, ultra durable polyurethane finish gives new life to wood without changing the color. No professional needed.California residents: see&nbsp;Proposition 65 informationNo special equipment or contractor neededLow odor, aluminum oxide technology provides best scuff and scratch protectionSemi-glossCoverage is up to 225 sq. ft. or 15 ft. x 15 ft. roomDoes not change the color of floors - restores to original lusterReady for light use in 24 hours - guaranteed professional results",Rust-Oleum Transformations Floor Wood and Laminate Renewal Kit,1800.0,10
"This twin track upright helps meet heavy duty shelving needs when used together with Rubbermaid adjustable brackets and wood shelving. An epoxy paint coating resists chipping, peeling and yellowing over time to offer lasting beauty and performance. Can be used with any 9 in. or 12 in. deep wood shelves.Mounts easily to your wallRequires a drill, level and screwdriver for installationMounting hardware includedSturdy steel body is treated with a black finish",Rubbermaid 70 in. Black Twin Track Upright,1200.0,15
The Beginnings Collection presents good looking furniture at a great value. This collection offers fresh concepts and exacting detail in multiple finishes. The Desk provides ample work space and storage in a slim-line design. Can be included in any room setting.Open storage area features an adjustable shelfHidden storage behind doorDetailed instruction booklet for easy assemblyDurable laminate finish,SAUDER Beginnings Collection 40 in. Storage Desk in Brook Cherry,3499.0,23
"Our grand corbels are made of solid hardwood and offer a simple eloquent design to support multiple uses throughout the home. Their graceful curves and charm may be used as decorative shelf brackets, wall decorations, or displayed in cased openings. Grand corbels include pre-installed keyhole plates.California residents: see&nbsp;Proposition 65 informationMade from high quality hardwoodPre-installed keyhole plates includedShips fastTry our other corbels to find the perfect size for your project",Waddell 5 in. x 1-3/4 in. x 5 in. Small Arch Wood Corbel,1299.0,30
"PC-7  is a heavy duty paste epoxy with unlimited uses for bonding, sealing and filling that is designed for the tough job. Formulated for maximum strength, this paste epoxy allows ample working time for large jobs, and cures for service in 12-24 hours. You can shape and mold the epoxy and fill large gaps or voids easily. Simple 1:1 mix. Cured epoxy can be drilled, machined, tooled and painted. No job is too big for PC-7 . Bonds to unlike surfaces. The Powerhouse of Repair Products.Tremendous strength formulated for maximum bonding powerMulti purpose paste epoxy that bonds to most surfaces.Non sag non drip makes vertical and overhead applications possibleAmple working time for large and critical jobsAvailable sizes on HomeDepot.com (6oz, 12oz, 48oz, and 96oz)",PC Products PC-7 Paste Epoxy 1/2 lb.,795.0,25
"The Hercules line of canopies are durable and easy to assemble. Featuring a 2 in. heavy duty A-frame design. The Hercules is great for gatherings, quick shade or used as a detachable carport.18 ft. x 20 ft. hercules canopy2 in. white powder coated frameFitted white drawstring cover - patented designUV inhibitors, fire retardant, water resistant",King Canopy Hercules 18 ft. W x 20 ft. D Steel Frame Canopy,4250.0,17
"Choose TrafficMASTER 12 in. x 12 in. Groutable Vinyl Floor Tile for durable, long-lasting style in your active home. The ceramic-like finish features natural textures and realistic details and is warm and quiet underfoot. The groutable rounded edge tiles provide options for your final look. Use with grout for a clean traditional finish. Without grout, the tiles provide a rich, warm and casual setting. This flooring has a self-adhering back for easy, no-glue installation.Exodus color finish offers a natural texture and realistic details3 mm thickness x 12 in. width x 12 in. lengthAppropriate grade for installation: Above grade, On grade and Below gradeCan be installed over most existing subfloorsResidential and commercial useEasy to clean and maintainCan be used with or without grout (sold separately)All online orders for this item ship via parcel ground and may arrive in multiple boxes4 mil wear layerRefer to the installation guide for detailed instructions",TrafficMASTER 12 in. x 12 in. Exodus Resilient Vinyl Tile Flooring (30 sq. ft. / case),650.0,18
"The 70 Series slider buck sliding window by American Craftsman, an Andersen Company, is perfect for rooms with limited space. This modern window design will add spaciousness to your home. Both sash glide smoothly on a specially designed rolling track and are removable from inside the home, making cleaning a breeze. Available in multiple styles, this sliding window provides a contemporary solution for many of your remodeling needs.Designed for easy window replacementEnergy efficient designLow-maintenance vinyl never needs paintingDual panels operate smoothly for enhanced ventilationDurable rollers and a specially designed track make sliding easyDecorative frame adds curb appealDual weather stripping creates a weather-tight sealCustom sizes availablePROFESSIONAL WINDOW INSTALLATION - CALL &nbsp1-855-892-4386&nbsp  to get started with a free in-home consultation or   learn more about our trusted window installation service.",American Craftsman 31 in. x 19 in. 70 Series Slider Dual Venting Buck Vinyl Window - White,22000.0,17
"The Lifetime square card table builds on a classic design, improving on stability, looks, weight and durability. Lifetime card tables combine the popular folding design with superior durability. So pull up a chair, cut the deck and bring on the refreshments. The plastic surface is stain resistant and easy to clean, and the steel legs and supports ensure table stability. When the game is over, this lightweight card table folds up quickly and easily for out-of-the-way storage. Like all Lifetime tables and chairs, the Lifetime card table is constructed of only the best, high quality materials UV protected high density polyethylene (HDPE) plastic with a honeycombed tack-off design for extra rigidity and powder coated steel for indoor and outdoor use. You don't have to worry about rusting, cracking, or peeling with a Lifetime card table. Made in the USA.Powder coated steel frame to prevent deteriorationStain and fade resistant polyethylene topCard table legs folds up quickly and easily for out-of-the-way storageSturdy frame with reinforced joints to prevent wobbling10 year warranty",Lifetime 37 in. x 37 in. White Granite Square Card Table,3999.0,22
"Consider the Medline Adjustable Elevated Toilet Seat for a safe and convenient addition to your toilet seat. This seat features a wide and contoured surface for comfort. It also offers 2 padded arms for a secure hand support for the user.Elevated toilet seat with front clamping mechanism that locks onto toiletHelps prevent shifting of toilet seat while sitting or transferring2 padded support arms make it easier and safer for the userWide, contoured surface provides user comfortAdjustable widthSupports up to 300 lb.Fits most toilet bowls up to 15 in. longAllows seat level to be raised up to 5-1/2 in.",Medline Adjustable Elevated Toilet Seat,4250.0,13
"Heavy Duty- Assorted Remnant Commercial Carpet Tile at a fraction of the cost. Mixed and matched box of 10 carpet tiles for a unique, one-of-a-kind- flooring experience.An easy ""Do it Yourself"" project to transform your floor into a work of art using our peel and stick tiles.Each box covers 40 sq. ft.Assorted Heavy Duty Industrial/Commercial carpet tilesEasy to Install-Fast and simple- Peel and stick with water based glue- safe on most surfacesEasy to cleanTransforms any basement or garage into a carpeted room at a fraction of the cost than traditional tile or broadloomShop all Commercial Carpet or Commercial Carpet Tilescarpet tile colors will very with every box; assorted colorsShop all Commercial Carpet or Commercial Carpet Tiles",Versatile Assorted Commercial 2 ft. x 2 ft. Carpet Tile (10 Tiles/Case-40sq. ft.),425.0,19
"The Rheem Performance 75 Gal. Natural Gas Tall Water Heater comes with a 75,100 BTU/hour environmentally friendly Low NOx burner that provides ample hot water for households with 5 or more people. The piezo ignition system ensures safe and easy startup. Its maintenance free combustion air intake system means there are no filters to clean and replace. A premium grade anode rod provides long-lasting tank protection. Factory installed temperature and pressure relief valve and 1 in. water connections are included with the water heater for easy installation.Due to ultra low NOx requirements from air quality management districts in the state of California, please confirm that your shipping zip code is not restricted from the use of items that do not meet local qualifications75 Gal. tank provides ample hot water for households with 5 or more peopleNatural gas water heater costs less to operate than electric modelsRecovery capacity: 72.8 GPH (delivers approximately 120 Gal. of hot water in the first hour), recovery capacity is based on a 100F water temperature rise and calculated per ANSI Z21.10.3 standards, first hour hot water delivery is based upon a 77 water temperature rise75 Gal. tank provides hot water for high demand applications and is ideal for large families6 year limited warranty on tank and parts for your convenience1 year in home labor warranty for peace of mindMaintenance free - no filter to clean or replacePiezo ignition system for no match lightingRated for installations up to 8,500 ft.Designed for easy replacement of your existing water heaterCall 1-855-400-2552 before noon for same-day service in most areas, or Visit our Water Heater Installation page for more information.","Rheem Performance 75 Gal. Tall 6 Year 76,000 BTU Natural Gas Water Heater",62500.0,9
"Get organized with this 5-Shelf Steel Shelving Unit. The sturdy steel construction is given an extra assist by an X-back brace and side braces to prevent swaying. It features double-bolt construction for strength, with 8 bolts per shelf. Adjust the shelves any way you like at 1.5 in. intervals. So versatile, you'll want several to get everything up off the floor.500 lbs. maximum capacity5 adjustable, ribbed shelves and posts built to hold the heaviest, bulkiest household itemsSteel with smooth, gray baked enamel finish for rust protectionTools required for nut and bolt assemblyPlastic floor protectors includedAssembly time 1+ hourMade in USA",Edsal 5-Shelf Steel Shelving Unit,2800.0,7
"Clean Encounters is perfect for all kitchen countertop surfaces in one terrific product. It's streak free formula leaves kitchen countertops sparkling clean after each use. Use Clean Encounters daily for cleaning granite countertops, Corian, Silestone, Formica, marble vanities, concrete countertops, and all brands of solid surfaces, engineered stone, and laminates. Simply spray and wipe. Clean Encounters is also safe for food-handling surfaces and there is no rinsing required.Comes ready to use in a safe and economical formulaContains a unique ingredient that will penetrate and dissolve oil and grease residues from stone in kitchensWill not streak or leave any residue on the surfaceNo mixing is requiredDoes not register any alkalis, acids, or abrasives that will harm the stone",SCI 32 oz. Clean Encounters,495.0,26
"The simple and classic design of the Contemporary towel ring provides a no frills way to hang hand towels. Not only does it keep hand towels handy and decorative towels displayed, it keeps them off the vanity top. This towel ring perfectly coordinates with contemporary bath accessories.Chrome finish creates a classic styleRing is aluminum with a polished chrome finish for a rustproof, durable finishMounting template and hardware included for an easy installationConcealed screw mounting",MOEN Contemporary Towel Ring in Chrome,450.0,30
"3M Pro Grade Precision Advanced abrasives are now better than ever thanks to the combination of no-slip grip backing and premium mineral technology. Ideal for paint, wood and metal surfaces. Rinse and reuse. 220 grit, 4 sheets per pack.Lasts 10X longer than 3M conventional sanding sheets of comparable gritAnti-load coating for long life66% less effort when compared to 3M conventional abrasive of comparable gritUse wet or dryLess hand fatigueBacking won't slip or slideRed color will not discolor the surface your sandingFor the best results, sand with the grain of the surface and work through a sequence of grits, from coarse to very fine, skipping no more than 1 grit between each sanding step (other grits not included)Click to see full product brochure.",3M Pro Grade Precision 9 in. x 11 in. 220 Grit Fine Advanced Sanding Sheets (4-Pack),250.0,21
"The Samsung OTR with a durable Ceramic Enamel Interior allows you to effortlessly remove dirt and oil while guarding against scratches from daily use. Choose the right temperature at the push of a button with Sensor Cook. Easily remove and clean your filter with one touch.1.8 cu. ft. interior accommodates large platters and dishes which typically do not fit in the average, mid-size 1.5 cu. ft. microwave1,000 Watts of cooking power and 10 cooking levels for boiling, reheating and defrosting400 CFM venting system helps enhance kitchen air quality by removing smoke, steam and odors from your cooktopDigital controls that features a digital, blue LED Display, complementing any kitchen decorSensor Cooking that provides the right temperature at the push of a button.  Whether it's the soup you just bought, last night's leftover pasta, or a frozen dinner, Sensor Cook does the thinking for you so that you get optimally heated results every timeCeramic Enamel Interior that is easy to clean, and scratch resistant.  Effortlessly remove grease and oil.  It also protects against scratches that occur from daily use and the surface prevents bacterial growthHalogen cooktop lighting provides illumination above the range with Hi, Lo, and Off settingsA Simple Clean Filter that has a convenient, easy-to-access location is simple to eject with one touch and helps you remember when to clean the filterEco Mode button conserves power by turning off display when not in use. With this feature the power consumption drops to below 0.1 WattOne (1) Year All Parts and Labor, and Ten (10) Years Parts on MagnetronClick Here for details on the services included with Delivery & Basic Hook-up and Installation options for this product www.homedepot.com/ApplianceDeliveryandInstallation",Samsung 30 in. W 1.8 cu. ft. Over the Range Microwave in Stainless Steel with Sensor Cooking,25000.0,6
"Fun, flexible, and versatile. The Commercial Electric Color Changing LED Flexible Strip Light is limited only by your imagination. Its adhesive back and flexible body allows it to attach itself to just about any surface. Kit includes one 20-Watt driver, one remote and one 3 in. connector. Using the 60-Watt driver (OMSID 205552303, sold separately) up to 24 ft. of tape light can be connected together using 1 driver and 1 remote. Different length connectors for turning corners, jumping over obstacles, etc. are available as well. Download the FAQ.pdf for additional information, accessories and ideas. Add a little color and accent to your decor.Set to one of 15 colors, plus white or one of pre-set color changing patternsDimmable, fade, flash or strobe featuresLights remain cool to the touchAbility to cut tape to size and reconnectPeel and stick 3M adhesive backingConnector allows 90 turns around corners or jumping over seems and obstaclesIncluded power supply drives 8 ft. of tape light (max.)60-Watt driver (OMSID 205552303, sold separately) drives up to 24 ft. of tape lightAdditional connectors and accessories sold on homedepot.com (see FAQ page)Home Depot Protection Plan:",Commercial Electric 8 ft. Color Changing LED Flexible Tape Under Cabinet Light with Wireless Remote,2999.0,28
"The Glacier Bay 1-Spray 8 in. Square Showerhead in Chrome features a modern and unique design that will complement a variety of contemporary bathroom decor. Simple to use and maintain, the showerhead features a 12 in. arm and rub-clean spray nozzles that help prevent mineral build-up and easily wipe clean. Featuring an elegant chrome finish and 2.0 GPM flow rate for plenty of cleaning power, pair with similar Glacier Bay pieces for a complete, polished look.Chrome finishIncludes 12 in. stainless steel shower arm and flangeWaterSense certified 2.0 GPM flow rateRub clean spray nozzlesLimited lifetime warranty",Glacier Bay 1-Spray 8 in. Square Showerhead in Chrome,1050.0,11
"Whether you're painting inside or out, this 8 piece professional tray set is a great value. It contains all the essential tools to complete your entire paint project. Professional grade quality in a convenient value priced set.3/8 in. nap rollers for use with smooth to semi-smooth wallsBoth frames are threaded for use with most standard extension polesIncludes a 2 in. angled sash brush for trim workKit includes a 9 in. pro frame, 2 woven rollers, a mini roller and frame, a metal tray, clear liner and a 2 in. angle sash brush",Linzer 8-Piece Paint Tray Set,1289.0,13
"Cleaning your vehicle has never been so easy or fun thanks to Karcher's high-pressure washer and car-care kit. The lightweight, compact electric pressure washer delivers more than 30 times as much pressure as your garden hose, making it the perfect tool for keeping your vehicles clean of dirt and mud, in addition to easily cleaning your sidewalk, patio, driveway and deck. Attach the included Vario Power Spray (VPS) wand to easily clean a wide variety of surfaces. Simply dial up the right amount of pressure for the job. For easy application of detergents and to more quickly and thoroughly clean delicate painted surfaces, attach the included soft-bristle wash brush. The unit also features a five-piece clean kit, consisting of a dual-purpose sponge, bristle brush, rim brush, three SoapPacs, and an a ccessory bag-all created to work in tandem with the K 2.27 M pressure washer. This personal car-wash system is perfect for quickly obtaining a lustrous shine with less effort than using a garden hose and bucket.Pressure washer is an ideal choice for those who place a premium on light carrying weight and minimal storage requirementsTotal stop function on trigger gun, motor only runs while you spray, reducing noise and power consumptionUse the included dirt blaster spray wand to clean heavily soiled brick, stone, concrete, metal and other non-delicate surfacesFor less intense cleaning, use the adjustable vario power spray (VPS) wand; adjust amount of pressure; twist lowest setting for detergents20 ft. high pressure hoseHome Depot Protection Plan:",Karcher K 2.27 CCK 1600-PSI 1.25-GPM Electric Pressure Washer,19999.0,0
"Use the 3.16 in. x 32 in. x 48 in. in a variety of applications around the home. This panel is designed to provide the look of real bead board. Can be painted to help suit your chosen application.California residents: see&nbsp;Proposition 65 informationFor use as wainscot paneling and in kitchens, laundry rooms and garagesEucalyptus hardboard substrate superior dimensional stability, strength, and stiffnessClassic deep grooved design creates texture and an appealing patternDeeply beaded board can be installed as white paneling or painted to create your unique look",EUCATILE 3/16 in. x 32 in. x 48 in. White True Bead Wainscot Panel,1450.0,23
"This metal angle is commonly used for constructing bicycle racks, bed frames, motor mounts, and many other utilitarian functions. Common types of angles include: Solid, punched hole, slotted hole and solid or slotted offset. Slotted and punched hole angle is often selected for use in metal racks, storage shelving, garage door track frames and corner bracing. Angles are available in a variety of sizes and materials, and can be cut to length to suit your specific job requirements.California residents: see&nbsp;Proposition 65 information1-pieceSteel constructionZinc-plated1-1/4 in. x 48 in.Slotted hole",Crown Bolt 1-1/4 in. x 48 in. Zinc-Plated Punched Angle,550.0,21
"Use TrafficMASTER Allure 12 in. x 36 in. Resilient Vinyl Tile Flooring to add the warm, comfortable style of real ceramic to your interior living space. This highly durable, water-resistant flooring is great for use in basements, kitchens, bathrooms and high traffic areas. The floating floor installs over most existing surfaces including concrete, wood and vinyl with no floor preparation or adhesives required. It offers a patented GripStrip design for simple installation.Yukon Tan color finish offers the natural look of real ceramic tile flooring3.8 mm thickness x 12 in. width x 36 in. lengthWater-resistant tiles can be used almost anywhere in your homePatented GripStrip design offers easy installation over most existing floorsFor use indoors and in temperature controlled environments onlyEasy to clean and maintainRefer to the installation guide for detailed instructionsAll online orders for this item ship via parcel ground and may arrive in multiple boxes",TrafficMASTER Allure 12 in. x 36 in. Yukon Tan Resilient Vinyl Tile Flooring (24 sq. ft. / case),2500.0,22
"With a generous 26 cu. ft. capacity and featuring our SpacePlus Ice System, this side-by-side refrigerator maximizes food storage space to accommodate all of your family's food. It's designed with convenient slide-out and folding shelving, tilting and adjustable door bins, and multiple crisper drawers  to help facilitate organization, so you can find just what you need in a snap. Plus, it comes with sophisticated LG styling and features like an intuitive LED display and contoured doors.Meets the minimum federal energy efficiency standardsTall water and ice dispenser with easy-access tap makes it easy to fill most pitchers and glassesThe LG SpacePlus Ice System is on the inside door, freeing up valuable space in the fresh food shelf compartments, More space means you can store more foodFood-preservation technology helps maintain optimal humidity and temperature levers so your food stays fresher longerDigital sensors constantly monitor conditions within the refrigerator to help keep things coolMulti-airflow design uses strategically-placed vents in every section to surround your food with cool air no matter where you put it4 tempered glass shelves (2 sliding) provide high visibility and easy access and cleanupHumidity-controlled crispers help maintain humidity levels to help extend the life of your fruits and vegetables4 door bins(3 gallon size) to store more, freeing up shelf spaceFor those fly-by visits to the refrigerator, the Door-in-Door feature allows you to get in and get out providing easy access to beverages and snacks. Because food can be accessed without opening the entire refrigeratorWhen you need to store tall items like wine bottles or pitchers, the folding shelf slides back to create more vertical storage space when needed. This refrigerator also features a tilting door bin in the freezer for flexible access to your frozen foodsPremium LED lighting provides a bright interior and helps save energy2 Door Side-By-Side Refrigerator has one fresh food door and one freezer door. Now with the addition of the Door-in-Door design on this refrigerator it provides easy access to beverages and snacksClick Here for details on the services included with Delivery & Basic Hook-up and Installation options for Major Appliances",LG Electronics 26.1 cu. ft. Side by Side Refrigerator in Stainless Steel with Door-In-Door Design,72000.0,14
"Grip-Rite drywall screws are used when installing gypsum board to wood studs. They have a sharp point to pierce through drywall, and a coarse thread design to help grab into wood studs. Once the screw has been driven, the bugle head allows for quick and easy countersinking.Made of steel constructionPhosphate coated to make driving easier, and to provide a good base for finishes such as paintBugle Philips head drivenMade to conform to ASTM C1002",Grip-Rite #8 x 1-5/8 in. Philips Bugle-Head Coarse Thread Sharp Point Drywall Screws (5 lb.-Pack),450.0,2
"The ClosetMaid White Wall Clip Set is designed to support ventilated wire shelving and can be installed in both drywall and concrete/studs. When installing fixed-mounted shelving, the clips should be set no more than 11 in. apart to securely hold the ventilated wire shelving (sold separately). Metal screws and plastic anchors are included for installing the clips, which are constructed of white PVC for durability.Each clip holds 10 lbs.Install the 1 in. clips to the wall so the shelf sits in the grooveWhite PVC plastic construction for durabilityClips keep ventilated wire shelving secured in placeSet includes 12 clips with anchors and screws",ClosetMaid 1 in. White Wall Clip Set for Ventilated Wire Shelving,1200.0,25
"Ideal for flashing applications, the Amerimax Flash Mate 10 oz. Sealant can be used with aluminum, galvanized steel, wood, copper, vinyl, asphalt, concrete and brick. It is mildew proof and will not crack.California residents: see&nbsp;Proposition 65 informationMildew proof and prevents leaksCan be paintedCan be used with aluminum, galvanized steel, wood, copper, vinyl, asphalt, concrete and brickFor use in flashing applicationsWill not crack",Amerimax Home Products 10 oz. Flash Mate Sealant,450.0,21
"This Glacier Bay Single-Handle Pull-Down Sprayer Kitchen Faucet with Soap Dispenser in Mediterranean Bronze features a transitional style with a smooth and simple curved design. It complements a wide range of kitchen decor. This faucet is easy to use with single water control and a spout with a high arc for ample sink clearance. Its pull-down sprayer offers plenty of reach for cleaning the sink, rinsing dishes or filling pots and pans. A ceramic disc enables drip-free performance and is easy to install.Mediterranean Bronze finish to complement a wide variety of kitchen decorating stylesCeramic disc cartridge for drip-free performancePull-down sprayer and included soap dispenser for versatility and convenienceADA-compliant lever handle for ease of use and safetyEasy to installDurable construction for years of useLimited lifetime manufacturer warranty",Glacier Bay Single-Handle Pull-Down Sprayer Kitchen Faucet with Soap Dispenser in Mediterranean Bronze,3800.0,15
The Evolution Pedestal Basin is the transitional building block to any spectacular modern bath. This pedestal sink is perfect for both a powder room or palatial master bathroom. Well restrained and perfectly balanced describes the Evolution Pedestal Basin.Durable and easy-to-clean vitreous china constructionFaucet ledge with generous shelf areaRear overflowSoap/accessory ledge,American Standard Evolution Pedestal Combo Bathroom Sink with 4 in. Centers in White,8500.0,11
"The Woodgrain Millwork 11/16 in. x 2-3/4 in. x 96 in. WG1001 Primed Finger-Jointed Chair Rail adds architectural interest to your walls. Primed Finger-Jointed WG1001 Chair Rail is used to create two separate spaces on a wall allowing two finishes with clean lines. The chair rail also has the added benefit of protecting your walls from marks caused by chairs.California residents: see&nbsp;Proposition 65 informationSmooth, consistent surface is free from knots and is ready to finishCan be painted with any high quality latex based paintInstalls with common woodworking toolsAn easy way to add visual interest to any interior wall",Woodgrain Millwork WG 1001 11/16 in. x 2-3/4 in. x 96 in. Primed Finger-Jointed Chail Rail Moulding,1350.0,13
Bring a classic look to your fireplace with a hearth pad from American Classics. Our hearth pads are crafted from a variety of quality stone and ceramics expertly finished for maximum durability. This hearth pad features a 6 sided shape made from a high-quality tile.Overall dimensions of 40 in. x 40 in.Type 1 panel with non-combustible substrate1 in. heavy duty steel frameAdds charm to your stove installation while protecting flammable surfacesCan be used with any wood or pellet stoveAttractive finish works well with many interior designs,US Stove American Classics 40 in. Type 1 Tartara Tile Hearth Pad,4500.0,9
"Every doggy needs their own den. The Doggy Den Dog House sets up in minutes. Although this den has a closing door, your doggy will prefer to leave it open using the hook attachment. Pet Squeak Wood Dog Houses are designed to be affordable, durable, easy to assemble and comfortable for your pet. The primary wood in Pet Squeak Dog Houses is Cunninghamia Lanceolata, commonly referred to as ""White Cedar"" or ""Stained Whitewood"". This special wood is renowned for it's strong fresh aroma, pest resistance and appearance. All our dog houses are sealed using non-toxic, pet safe sealer. You may also paint over the finish to customize the Dog House to your liking. Overall external dimension is inclusive of the roof, which will have an overhang.Easy assemblySolid wood, fir constructionLightweight and durableRaised floorNaturally weather-resistantNon toxicSheet lined inner-roofExample size of dog suitable for this house: 51 lbs. - 80 lbs. golden retrieverInternal: 26.25 in. W x 31.5 in. D x 29 in. HDoor opening: 11.75 in. W x 15.5 in. H",Pet Squeak 3.2 ft. L x 2.6 ft. W x 2.8 ft. H Large Doggy Den Dog House,1499.0,27
"The 9 in. x 1/4 in. Polyester Adhesive Roller Cover has a hard texture, making it ideal for applying all types of adhesives to smooth surfaces. It can be used for stippling and applying sand paints.Polyester roller cover with a hard textureIdeal for smooth surfacesPerfect for applying adhesives and sand paintsWorks as a stippling toolCan be used with caulking9 in. length covers more surface area in fewer strokesClick here to learn more about roller covers",Linzer Better 9 in. Adhesive and Epoxy Roller,350.0,5
"This Haier 8,000 BTU cooling portable air conditioner features quiet cooling ample to cover a room about 250 sq. ft. Also the air conditioner functions as a dehumidifier removing up to 70 pt. of moisture a day. This unit features eco-friendly refrigerant and is free of any lead and mercury making it RoHS complaint. It has casters making it easy to roll, a remote 24 hour timer, and a 46 in. extended window exhaust kit.Auto-evaporation allows continuous operation without the need of water removal3 operational modes cool, dehumidify and fan3 cooling speeds and 3 fan speedsModel includes a 46 in. extended window kit to exhaust the unitFits double hung and casement windowsUltra compact designFull function remote controlAdjustable air dischargeBlue LCD displayWashable filter24 hour on/off timerHome Depot Protection Plan:","Haier 8,000 BTU 250 sq. ft. Cool Only Portable Air Conditioner with 70 Pint/Day Dehumidification Mode and LCD Remote Control",25500.0,1
"Provide you with the perfect solution for all your project needs. These boards combine the highest grade available in the market with unsurpassed quality of finish, making them ideal for any interior application. These boards have no knots, so every part of the board is useable with no need for wasteful, annoying cutting, meaning great value for money. The knot-free surface allows for easy finishing, whether painting, staining or varnishing your project. Radiata Pine is well known for its excellent workability, easy nailing/screwing, glue holding and superb paint finish. Originally from Monterey, California, Radiata Pine is today sourced from commercially grown tree farms in New Zealand. These forests are FSC certified, meaning they are managed on a completely renewable basis.California residents: see&nbsp;Proposition 65 informationEnvironmentally friendly - FSC certified, tree farmed, pruned radiata pineSuperior quality - clear, moulding quality finish on 4 sides, no wane, twist, cupping or bowingUses - interior trim/mouldings, furniture, wainscoting, shelving, hobby/crafts, picture framesEasy to use - easy to cut, nail and glue, takes paints and stains beautifullyNote: Product may vary by store",1 in. x 8 in. x 8 ft. Select Pine Board,850.0,7
"The MOEN Brantford Towel Ring in Oil-Rubbed Bronze features a wall-mounted design and can support up to 22 lb. The sturdy zinc base boasts an attractive oil-rubbed bronze finish for classic look, and this towel ring includes mounting hardware for convenient installation.Wall-mounted design saves counter spaceOil-rubbed bronze finishZinc construction provides durabilityHolds up to 22 lb.Coordinates with Moen Brantford faucets and bath accessories (sold separately)The pro-fit installation system eliminates set-screws for fast and sturdy mountingIncludes mounting hardware for easy installation",MOEN Brantford Towel Ring in Oil-Rubbed Bronze,850.0,15
"NanoPave JSS is a revolutionary 2-in-1 joint stabilizer and sealer product for use with pavers, natural stone, and flagstone. NanoPave JSS creates a strong, durable bond in common sand or crushed stone jointing materials for joints up to 4 in. NanoPave JSS is a UV resistant, VOC-free sealant that protects and helps maintain the natural beauty of most paving surfaces.Ghost: Natural Look FinishCoverage rates up to 100 ft. /gallon - Water-based, VOC-free, nano-polymer technologyFast curing, long-lasting protection with ultra-high clarity - Extreme temperature application range [40F - 90F]Suitable for application to dry or damp surfaces - Resistant to blushing, staining, and crackingFormulated to penetrate and stabilize joints up to 4 in. - Industry leading, advanced formula JSSEasy to apply using standard equipment",TechniSoil 1-gal. NanoPave JSS Ghost 2-in-1 Joint Stabilizer and Sealer Bottle,2500.0,25
